round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,flatten_layer,kernel_size,last_activation,losses,lr,num_filters,optimizer
5,0.7299119220461164,0.4714285731315613,0.7218293752658572,0.5,<function relu at 0x13c0421e0>,64,0.1,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
5,0.6885109492710658,0.5314285755157471,0.6786731896002111,0.5540541,<function relu at 0x13c0421e0>,64,0.1,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
5,0.6855594451086862,0.522857129573822,0.6574443054433536,0.6142506,<function relu at 0x13c0421e0>,64,0.1,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
5,0.7009061254773821,0.5400000214576721,0.6252952462625152,0.6425061,<function relu at 0x13c0421e0>,64,0.1,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
10,0.7101690476281303,0.5171428322792053,0.6961154400277196,0.5614251,<function relu at 0x13c0421e0>,64,0.1,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
10,0.6975781117166792,0.5400000214576721,0.6872007533431932,0.54914004,<function relu at 0x13c0421e0>,64,0.1,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
10,0.7095289090701512,0.5314285755157471,0.6168228213558619,0.6818182,<function relu at 0x13c0421e0>,64,0.1,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
10,0.7213125600133623,0.5199999809265137,0.5652794293162278,0.7371007,<function relu at 0x13c0421e0>,64,0.1,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
10,0.69981100831713,0.5342857241630554,0.683404459853723,0.56388205,<function relu at 0x13c0421e0>,64,0.1,10,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
10,0.7024431603295462,0.5171428322792053,0.6705707027519657,0.59090906,<function relu at 0x13c0421e0>,64,0.1,10,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
10,0.7082072656495231,0.522857129573822,0.6325440481488184,0.66584766,<function relu at 0x13c0421e0>,64,0.1,10,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
10,0.7211172045980181,0.522857129573822,0.5444081920663614,0.76535624,<function relu at 0x13c0421e0>,64,0.1,10,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
15,0.7036317328044347,0.5257142782211304,0.6860467450331704,0.5540541,<function relu at 0x13c0421e0>,64,0.1,15,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
15,0.7189949696404593,0.49714285135269165,0.6633670082549206,0.6081081,<function relu at 0x13c0421e0>,64,0.1,15,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
15,0.7253195657048906,0.4942857027053833,0.5803981093868283,0.7235872,<function relu at 0x13c0421e0>,64,0.1,15,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
15,0.7178024005889893,0.5114285945892334,0.50359714206958,0.8181818,<function relu at 0x13c0421e0>,64,0.1,15,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
15,0.7015722979818072,0.5028571486473083,0.6851984143842936,0.55036855,<function relu at 0x13c0421e0>,64,0.1,15,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
15,0.688473528112684,0.5600000023841858,0.66185967649816,0.5945946,<function relu at 0x13c0421e0>,64,0.1,15,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
15,0.7121379402705601,0.5171428322792053,0.570997291320079,0.7285012,<function relu at 0x13c0421e0>,64,0.1,15,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
15,0.7424472141265869,0.5142857432365417,0.4947257843005862,0.8058968,<function relu at 0x13c0421e0>,64,0.1,15,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
5,0.6859728734833853,0.5657142996788025,0.7071354231026015,0.50982803,<function relu at 0x13c0421e0>,128,0.01,5,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
5,0.7045320333753313,0.5199999809265137,0.6935374906666448,0.54299754,<function relu at 0x13c0421e0>,128,0.01,5,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
5,0.6996632204736982,0.5285714268684387,0.6741918754519057,0.5675676,<function relu at 0x13c0421e0>,128,0.01,5,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
5,0.7055593487194606,0.522857129573822,0.6291930612533626,0.6547912,<function relu at 0x13c0421e0>,128,0.01,5,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
5,0.6990778224808829,0.522857129573822,0.7142515116593176,0.46928746,<function relu at 0x13c0421e0>,128,0.01,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
5,0.7100120912279402,0.4942857027053833,0.6975688052704645,0.5110565,<function relu at 0x13c0421e0>,128,0.01,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
5,0.6925005483627319,0.5342857241630554,0.6685584496514511,0.5810811,<function relu at 0x13c0421e0>,128,0.01,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
5,0.6957384184428623,0.5285714268684387,0.6215191504000446,0.6756757,<function relu at 0x13c0421e0>,128,0.01,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
10,0.7046924230030605,0.508571445941925,0.7001236114806566,0.5135135,<function relu at 0x13c0421e0>,128,0.01,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
10,0.7271754438536507,0.48571428656578064,0.6781003015340107,0.5823096,<function relu at 0x13c0421e0>,128,0.01,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
10,0.7095848911149161,0.49142858386039734,0.6281804295956942,0.6683047,<function relu at 0x13c0421e0>,128,0.01,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
10,0.7073503255844116,0.5142857432365417,0.57478121135393,0.7567568,<function relu at 0x13c0421e0>,128,0.01,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
10,0.723321910585676,0.48571428656578064,0.700065092606978,0.51719904,<function relu at 0x13c0421e0>,128,0.01,10,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
10,0.6810311378751482,0.5657142996788025,0.6840428705590363,0.55651104,<function relu at 0x13c0421e0>,128,0.01,10,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
10,0.6982322025299073,0.5485714077949524,0.6177910835795672,0.67199016,<function relu at 0x13c0421e0>,128,0.01,10,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
10,0.7190548736708505,0.522857129573822,0.5644862792415759,0.7432432,<function relu at 0x13c0421e0>,128,0.01,10,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
15,0.7062070614950997,0.5114285945892334,0.7010068587354712,0.52457005,<function relu at 0x13c0421e0>,128,0.01,15,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
15,0.6938583121980939,0.5542857050895691,0.6769550489559221,0.5933661,<function relu at 0x13c0421e0>,128,0.01,15,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
15,0.7097249129840306,0.5114285945892334,0.5855235097156403,0.71990174,<function relu at 0x13c0421e0>,128,0.01,15,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
15,0.7338661602565221,0.522857129573822,0.5270010351548909,0.7997543,<function relu at 0x13c0421e0>,128,0.01,15,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
15,0.6872377446719579,0.5542857050895691,0.6763566517126941,0.5982801,<function relu at 0x13c0421e0>,128,0.01,15,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
15,0.7207014063426427,0.508571445941925,0.6685635060877413,0.6068796,<function relu at 0x13c0421e0>,128,0.01,15,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
15,0.7152414863450186,0.5485714077949524,0.5805094820568544,0.73341525,<function relu at 0x13c0421e0>,128,0.01,15,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
15,0.7328758488382612,0.47428572177886963,0.5165982845374348,0.80712533,<function relu at 0x13c0421e0>,128,0.01,15,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
5,0.71403064761843,0.47999998927116394,0.7039270958970747,0.51719904,<function relu at 0x13c0421e0>,128,0.1,5,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
5,0.7151273196084159,0.4828571379184723,0.7123529650362469,0.51719904,<function relu at 0x13c0421e0>,128,0.1,5,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
5,0.6995449365888323,0.5171428322792053,0.668716363590531,0.61179364,<function relu at 0x13c0421e0>,128,0.1,5,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
5,0.6864739826747349,0.5400000214576721,0.6462634741820633,0.62653565,<function relu at 0x13c0421e0>,128,0.1,5,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
5,0.7136786699295044,0.5314285755157471,0.7058811514324872,0.5208845,<function relu at 0x13c0421e0>,128,0.1,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
5,0.7055699586868286,0.522857129573822,0.6902529753982581,0.5614251,<function relu at 0x13c0421e0>,128,0.1,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
5,0.6871849983079092,0.5542857050895691,0.6794153854653642,0.55651104,<function relu at 0x13c0421e0>,128,0.1,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
5,0.6923955685751779,0.5342857241630554,0.6442579978514069,0.6154791,<function relu at 0x13c0421e0>,128,0.1,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
10,0.7317734830720084,0.5142857432365417,0.7044529517979821,0.5331695,<function relu at 0x13c0421e0>,128,0.1,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
10,0.6859094749178205,0.5657142996788025,0.6907301958128627,0.53562653,<function relu at 0x13c0421e0>,128,0.1,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
10,0.711404070854187,0.5114285945892334,0.6313634993696096,0.66339064,<function relu at 0x13c0421e0>,128,0.1,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
10,0.6962125730514527,0.5057142972946167,0.6041323555775298,0.7100737,<function relu at 0x13c0421e0>,128,0.1,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
10,0.7366792481286185,0.4828571379184723,0.7070239848235316,0.5282555,<function relu at 0x13c0421e0>,128,0.1,10,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
10,0.7103174315180097,0.5285714268684387,0.6949476160347022,0.527027,<function relu at 0x13c0421e0>,128,0.1,10,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
10,0.7096947325978961,0.49714285135269165,0.6446743052480262,0.64496315,<function relu at 0x13c0421e0>,128,0.1,10,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
10,0.7055443096160888,0.5257142782211304,0.5761856826283129,0.7211302,<function relu at 0x13c0421e0>,128,0.1,10,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
15,0.7027060811860221,0.5199999809265137,0.7024355325710568,0.522113,<function relu at 0x13c0421e0>,128,0.1,15,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
15,0.7145016513551985,0.47428572177886963,0.6850834504978077,0.5479115,<function relu at 0x13c0421e0>,128,0.1,15,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
15,0.7097815990447998,0.4942857027053833,0.618466131370835,0.67936116,<function relu at 0x13c0421e0>,128,0.1,15,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
15,0.7145409059524536,0.5314285755157471,0.5377895667306914,0.75921375,<function relu at 0x13c0421e0>,128,0.1,15,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
15,0.6946198235239301,0.5314285755157471,0.6824621290188164,0.5933661,<function relu at 0x13c0421e0>,128,0.1,15,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,64,<class 'keras.optimizers.Adam'>
15,0.7082363404546466,0.5028571486473083,0.6834290805261317,0.56265354,<function relu at 0x13c0421e0>,128,0.1,15,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.01,128,<class 'keras.optimizers.Adam'>
15,0.6904341639791216,0.5428571701049805,0.5998745253103664,0.6941032,<function relu at 0x13c0421e0>,128,0.1,15,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,64,<class 'keras.optimizers.Adam'>
15,0.7246889557157244,0.5114285945892334,0.5435915543933465,0.76535624,<function relu at 0x13c0421e0>,128,0.1,15,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.1,128,<class 'keras.optimizers.Adam'>
