round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,flatten_layer,kernel_size,last_activation,losses,lr,num_filters,optimizer
15,0.7109520699043324,0.565329909324646,0.5041656023220955,0.7770383,<function relu at 0x1370a5d90>,64,0.0,15,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,1.0193372508378418,0.54463130235672,0.2279801476153809,0.9301165,<function relu at 0x1370a5d90>,64,0.0,15,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.7345658765881675,0.5705045461654663,0.469424953393915,0.8042152,<function relu at 0x1370a5d90>,64,0.0,15,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,1.1932354614928962,0.5485122799873352,0.16432306476255557,0.96339434,<function relu at 0x1370a5d90>,64,0.0,15,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.6857593449707328,0.5730918645858765,0.6615174826951538,0.60621184,<function relu at 0x1370a5d90>,64,0.25,5,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.701269122561076,0.5472186207771301,0.619900225336791,0.65335554,<function relu at 0x1370a5d90>,64,0.25,5,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.6792073041624733,0.5847347974777222,0.6513494460105367,0.619523,<function relu at 0x1370a5d90>,64,0.25,5,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.7062944540076854,0.5304010510444641,0.6073879000218921,0.67276764,<function relu at 0x1370a5d90>,64,0.25,5,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.6836042711065472,0.5912030935287476,0.6568412664064882,0.6156406,<function relu at 0x1370a5d90>,64,0.25,5,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6829906884016996,0.5679172277450562,0.6241237581007625,0.6550194,<function relu at 0x1370a5d90>,64,0.25,5,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.6738225607174951,0.5847347974777222,0.6516367642666588,0.6084304,<function relu at 0x1370a5d90>,64,0.25,5,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6985546079829316,0.5808538198471069,0.6184959290957226,0.6544648,<function relu at 0x1370a5d90>,64,0.25,5,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.6925651064048609,0.529107391834259,0.6210840632038783,0.6483638,<function relu at 0x1370a5d90>,64,0.25,10,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7329793298691704,0.5834411382675171,0.5378904604475431,0.73433167,<function relu at 0x1370a5d90>,64,0.25,10,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.6806611906819017,0.5679172277450562,0.6221795723759592,0.6633389,<function relu at 0x1370a5d90>,64,0.25,10,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7600581863410723,0.5498059391975403,0.5149804730912545,0.7515252,<function relu at 0x1370a5d90>,64,0.25,10,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.698083001691342,0.561448872089386,0.6197676120105877,0.65723795,<function relu at 0x1370a5d90>,64,0.25,10,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7464779098777228,0.5523932576179504,0.5184095459419427,0.76760954,<function relu at 0x1370a5d90>,64,0.25,10,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.6772048214660117,0.597671389579773,0.6312642892862913,0.6494731,<function relu at 0x1370a5d90>,64,0.25,10,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.776206916547531,0.5498059391975403,0.4834610210711997,0.77592903,<function relu at 0x1370a5d90>,64,0.25,10,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.6912277782719009,0.5640362501144409,0.6014425862648721,0.68441486,<function relu at 0x1370a5d90>,64,0.25,15,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,0.8357326439250488,0.5575678944587708,0.4468015471862808,0.7892402,<function relu at 0x1370a5d90>,64,0.25,15,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.6920932878729289,0.5924967527389526,0.5782080415349105,0.7016084,<function relu at 0x1370a5d90>,64,0.25,15,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,0.9396331752102248,0.5743855237960815,0.35984667267854914,0.8469218,<function relu at 0x1370a5d90>,64,0.25,15,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.7001666865404333,0.5769728422164917,0.6027463244783567,0.6810871,<function relu at 0x1370a5d90>,64,0.25,15,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,0.8120375797634446,0.5808538198471069,0.4062301958856884,0.82251805,<function relu at 0x1370a5d90>,64,0.25,15,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.706018720145059,0.5640362501144409,0.5773380405031439,0.71048254,<function relu at 0x1370a5d90>,64,0.25,15,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,0.9122400057115345,0.5368693470954895,0.3546691471447365,0.8502496,<function relu at 0x1370a5d90>,64,0.25,15,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.6768088390108531,0.5899094343185425,0.6430519122053898,0.6239601,<function relu at 0x1370a5d90>,128,0.0,5,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6834261221534068,0.5601552128791809,0.6047751767332529,0.67665005,<function relu at 0x1370a5d90>,128,0.0,5,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.673260670121552,0.5899094343185425,0.6554701828454114,0.60011095,<function relu at 0x1370a5d90>,128,0.0,5,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6912464541883087,0.582147479057312,0.6044291832086052,0.693289,<function relu at 0x1370a5d90>,128,0.0,5,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.6837345676311083,0.5795601606369019,0.6456515947713233,0.62229615,<function relu at 0x1370a5d90>,128,0.0,5,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6959514971846597,0.5886157751083374,0.5950832734554924,0.7049362,<function relu at 0x1370a5d90>,128,0.0,5,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.6740991201005962,0.5860284566879272,0.6482704292716281,0.6100943,<function relu at 0x1370a5d90>,128,0.0,5,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6815955509343709,0.597671389579773,0.6017739156584441,0.6943982,<function relu at 0x1370a5d90>,128,0.0,5,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.6874648107439858,0.5510995984077454,0.6192500231931161,0.67554075,<function relu at 0x1370a5d90>,128,0.0,10,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.721945822932896,0.5679172277450562,0.5109132670787593,0.7626179,<function relu at 0x1370a5d90>,128,0.0,10,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.6898659589528112,0.5795601606369019,0.6107913564128209,0.66943985,<function relu at 0x1370a5d90>,128,0.0,10,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7710422563136472,0.5368693470954895,0.4829484063489399,0.79145867,<function relu at 0x1370a5d90>,128,0.0,10,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.6805914049777763,0.5899094343185425,0.61593216270853,0.6633389,<function relu at 0x1370a5d90>,128,0.0,10,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7619019158830309,0.5769728422164917,0.4726893490741336,0.7953411,<function relu at 0x1370a5d90>,128,0.0,10,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.6758669509153625,0.582147479057312,0.6064451689926439,0.6849695,<function relu at 0x1370a5d90>,128,0.0,10,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7373539385943642,0.5355756878852844,0.5020260755313614,0.7615086,<function relu at 0x1370a5d90>,128,0.0,10,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.6990491898217146,0.5847347974777222,0.5682490769188998,0.73377705,<function relu at 0x1370a5d90>,128,0.0,15,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,0.7838903181303056,0.5433376431465149,0.3943165261845951,0.854132,<function relu at 0x1370a5d90>,128,0.0,15,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.6873255399035297,0.5886157751083374,0.5740035772654194,0.7243483,<function relu at 0x1370a5d90>,128,0.0,15,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,0.8509627463438224,0.5407503247261047,0.33609052545417367,0.8774265,<function relu at 0x1370a5d90>,128,0.0,15,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.6997054132884718,0.5717982053756714,0.5708351987835043,0.7276761,<function relu at 0x1370a5d90>,128,0.0,15,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,0.8254604373527221,0.5213454365730286,0.3974426592381478,0.83693844,<function relu at 0x1370a5d90>,128,0.0,15,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.6881726832161591,0.5795601606369019,0.564443582471582,0.73044926,<function relu at 0x1370a5d90>,128,0.0,15,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,0.8866769389224083,0.527813732624054,0.3590578126596598,0.8652246,<function relu at 0x1370a5d90>,128,0.0,15,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.6822229130302024,0.5808538198471069,0.6724024893374028,0.59955627,<function relu at 0x1370a5d90>,128,0.25,5,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6809870217472584,0.5795601606369019,0.6498609022239943,0.60732114,<function relu at 0x1370a5d90>,128,0.25,5,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.6777634334595052,0.5743855237960815,0.6534035370472862,0.62007767,<function relu at 0x1370a5d90>,128,0.25,5,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6882655295178314,0.5679172277450562,0.6411313681687109,0.6361619,<function relu at 0x1370a5d90>,128,0.25,5,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.6788874415808477,0.5924967527389526,0.6611955248178936,0.59955627,<function relu at 0x1370a5d90>,128,0.25,5,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6968489815161731,0.5705045461654663,0.6352269764549522,0.6394897,<function relu at 0x1370a5d90>,128,0.25,5,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.683990511903479,0.5873221158981323,0.6623701962972441,0.59567386,<function relu at 0x1370a5d90>,128,0.25,5,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6840145309560511,0.5899094343185425,0.631630926547418,0.6400444,<function relu at 0x1370a5d90>,128,0.25,5,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.6865529674761971,0.5834411382675171,0.6436884699764347,0.6311703,<function relu at 0x1370a5d90>,128,0.25,10,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.6914643042300374,0.5730918645858765,0.6022809073122356,0.67886853,<function relu at 0x1370a5d90>,128,0.25,10,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.6763791007798209,0.5847347974777222,0.6451639553539236,0.6333888,<function relu at 0x1370a5d90>,128,0.25,10,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7065300248264496,0.5536869168281555,0.5857075444539916,0.6894066,<function relu at 0x1370a5d90>,128,0.25,10,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.6837367565018085,0.5756791830062866,0.6359167686119651,0.64559066,<function relu at 0x1370a5d90>,128,0.25,10,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7115716688228918,0.5523932576179504,0.5721214244052296,0.69883525,<function relu at 0x1370a5d90>,128,0.25,10,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.6722799456289176,0.5886157751083374,0.6423917949629439,0.6372712,<function relu at 0x1370a5d90>,128,0.25,10,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7205674717682299,0.5627425909042358,0.5725606226352473,0.7077094,<function relu at 0x1370a5d90>,128,0.25,10,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.6811099996233665,0.561448872089386,0.620928851584891,0.6505824,<function relu at 0x1370a5d90>,128,0.25,15,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,0.7569549521684338,0.5847347974777222,0.5393323302599567,0.7348863,<function relu at 0x1370a5d90>,128,0.25,15,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.6812349760671174,0.5730918645858765,0.6185572763250989,0.6633389,<function relu at 0x1370a5d90>,128,0.25,15,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,0.7606766541593287,0.5394566655158997,0.4909318416765248,0.76927346,<function relu at 0x1370a5d90>,128,0.25,15,100,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.6941412784457978,0.5730918645858765,0.6207209901550513,0.65612864,<function relu at 0x1370a5d90>,128,0.25,15,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,0.7414443246914221,0.582147479057312,0.514736240811303,0.75374377,<function relu at 0x1370a5d90>,128,0.25,15,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
15,0.6789666665633622,0.5886157751083374,0.6228006169059445,0.6422629,<function relu at 0x1370a5d90>,128,0.25,15,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,64,<class 'keras.optimizers.Adam'>
15,0.7953658726977192,0.5692108869552612,0.48088972871328683,0.77592903,<function relu at 0x1370a5d90>,128,0.25,15,150,3,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
