,Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_KD,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_pct,B_longest_win_streak,B_losses,B_avg_opp_KD,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_pct,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_KD,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_pct,R_longest_win_streak,R_losses,R_avg_opp_KD,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_pct,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,B_body_off_success,R_body_off_success,B_clinch_off_success,R_clinch_off_success,B_distance_off_success,R_distance_off_success,B_ground_off_success,R_ground_off_success,B_head_off_success,R_head_off_success,B_leg_off_success,R_leg_off_success,B_sig_str_off_success,R_sig_str_off_success,B_td_off_success,R_td_off_success,B_total_landed_off_success,R_total_landed_off_success,B_body_def_success,R_body_def_success,B_clinch_def_success,R_clinch_def_success,B_distance_def_success,R_distance_def_success,B_ground_def_success,R_ground_def_success,B_head_def_success,R_head_def_success,B_leg_def_success,R_leg_def_success,B_sig_str_def_success,R_sig_str_def_success,B_td_def_success,R_td_def_success,B_total_landed_def_success,R_total_landed_def_success
518,Red,True,5,0.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.5966666666666666,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.4566666666666667,0.0,0.0,5.0,323.3333333333333,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,187.96,190.5,205.0,1.0,0.0,0.0,0.1,2.1,0.0,0.5400000000000001,0.6,0.379,4.0,2.0,0.3,0.0,0.0,0.43,0.0,0.15699999999999995,31.0,866.9,5.0,0.0,1.0,3.0,1.0,3.0,0.0,8.0,180.34,182.88,235.0,28.0,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6923076923076924,0.7307692307692307,0.7599999999999998,0.7350427350427351,0.43258426966292135,0.37219101123595505,0.6,0.7516778523489932,0.4074074074074074,0.43986254295532645,0.7499999999999999,0.7608695652173914,0.4759615384615385,0.5013698630136986,0.0,0.39473684210526316,0.5238095238095238,0.6248439450686641,0.6428571428571428,0.7365269461077845,0.6428571428571428,0.6791044776119403,0.3939393939393939,0.41633199464524767,0.0,0.8148148148148149,0.371584699453552,0.3504,1.0,0.7068965517241379,0.410377358490566,0.4669603524229075,0.0,0.25,0.41860465116279066,0.5201177625122669
519,Red,False,3,0.0,3.0,0.0,1.6666666666666667,0.6666666666666666,0.0,0.45,0.0,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,0.2933333333333334,0.0,0.07333333333333335,9.0,839.6666666666665,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,180.34,190.5,145.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46,0.0,0.66,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,180.34,182.88,145.0,26.0,29.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6458333333333334,0.8,0.7999999999999998,0.2,0.40631578947368413,0.46153846153846156,0.7105263157894738,0.6666666666666666,0.41975308641975306,0.40145985401459855,0.8947368421052635,0.9230769230769231,0.45569620253164567,0.46875,1.0,0.6666666666666666,0.50693374422188,0.4819277108433735,0.46153846153846145,0.6428571428571429,0.37037037037037035,0.3333333333333333,0.2995090016366613,0.3626943005181347,0.0,0.0,0.23379174852652254,0.2947976878612717,0.6875,0.8666666666666667,0.30250783699059564,0.3613861386138614,0.0606060606060606,0.0,0.30468750000000006,0.36585365853658536
520,Red,False,3,1.0,0.0,0.0,0.0,0.25,0.0,0.4475,0.0,0.23375,2.0,4.0,0.0,0.375,0.125,0.4724999999999999,0.125,0.1025,21.0,748.125,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,185.42,190.5,205.0,2.0,0.0,0.0,0.2727272727272727,0.3636363636363637,0.0,0.4572727272727274,0.0,0.20454545454545456,2.0,6.0,0.3636363636363637,0.09090909090909093,0.0,0.4563636363636364,0.18181818181818185,0.09090909090909093,28.0,646.2727272727273,0.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,190.5,193.04,205.0,37.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7457627118644068,0.6263736263736263,0.77,0.7205882352941174,0.4342857142857143,0.41893158388003743,0.6,0.7380952380952382,0.3514376996805112,0.36958817317845827,0.8737864077669902,0.8633093525179857,0.5136842105263157,0.4477485131690739,0.24285714285714285,0.2380952380952381,0.6283185840707964,0.485580670303975,0.7446808510638298,0.7055214723926382,0.7735849056603774,0.6746987951807228,0.30991735537190085,0.46470999301187976,0.7666666666666667,0.5714285714285715,0.3037974683544304,0.4257964257964258,0.7804878048780488,0.8732394366197186,0.4276923076923077,0.4766600920447074,0.16666666666666666,0.15,0.5617352614015573,0.5049321824907521
521,Blue,False,3,1.0,0.0,0.0,0.5,0.5,0.0,0.5066666666666666,0.6666666666666666,0.2833333333333333,2.0,2.0,0.0,0.8333333333333334,0.16666666666666666,0.34,0.16666666666666666,0.4166666666666667,10.0,439.66666666666674,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,172.72,180.34,135.0,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.4585714285714286,0.0,0.0,4.0,2.0,0.5714285714285714,0.2857142857142857,0.0,0.35000000000000003,0.0,0.2871428571428572,13.0,460.1428571428572,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,170.18,177.8,135.0,30.0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6901408450704224,0.7532467532467533,0.8787878787878788,0.6379310344827586,0.4168564920273348,0.4672131147540984,0.9000000000000001,0.0,0.39795918367346944,0.3961904761904762,0.8620689655172415,0.8484848484848485,0.467479674796748,0.48203592814371254,0.28571428571428575,0.0,0.48443579766536965,0.48664688427299696,0.5671641791044776,0.5245901639344263,0.5000000000000001,0.730769230769231,0.32296650717703346,0.340625,0.8148148148148148,0.8571428571428571,0.25892857142857145,0.31382978723404253,0.6774193548387096,0.7083333333333333,0.3591397849462365,0.36106983655274894,0.6666666666666666,0.2307692307692308,0.40039840637450197,0.36934306569343067
522,Blue,False,3,0.0,1.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.47,0.0,0.11,1.0,1.0,0.0,1.0,0.0,0.37333333333333335,0.0,0.22,5.0,404.66666666666674,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,177.8,185.42,170.0,2.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.5,0.0,2.0,0.5,0.0,0.0,0.52,0.0,0.165,3.0,368.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,182.88,170.0,32.0,29.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7142857142857144,0.8421052631578947,0.7391304347826088,0.8214285714285714,0.4000000000000001,0.41509433962264153,0.75,0.8333333333333334,0.4303030303030304,0.42857142857142855,0.6000000000000001,0.8888888888888888,0.45054945054945056,0.5142857142857142,0.3333333333333333,0.5,0.46391752577319584,0.5266666666666666,0.7826086956521738,0.8235294117647058,0.75,0.6666666666666666,0.31976744186046496,0.5142857142857142,0.6296296296296298,0.0,0.3418367346938775,0.5064102564102564,1.0,0.8333333333333334,0.4096916299559471,0.547486033519553,0.5454545454545455,0.3333333333333333,0.4896551724137931,0.58
523,Red,False,3,0.0,2.0,0.0,0.5,2.0,0.0,0.445,1.5,0.665,2.0,0.0,0.0,0.0,0.0,0.39,0.0,0.165,6.0,825.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,165.1,170.18,125.0,0.0,1.0,0.0,0.09090909090909093,2.5454545454545454,0.7272727272727273,0.4709090909090909,0.09090909090909093,0.27909090909090906,2.0,5.0,0.09090909090909093,2.1818181818181817,0.2727272727272727,0.4081818181818182,1.181818181818182,0.3045454545454546,30.0,767.0909090909091,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0,165.1,165.1,125.0,27.0,29.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6875,0.751552795031056,0.7916666666666666,0.6855345911949685,0.4197080291970803,0.262350936967632,0.75,0.8134715025906736,0.3700440528634361,0.35277777777777775,0.8,0.7758620689655172,0.4785276073619632,0.4472843450479233,0.5,0.32467532467532473,0.5294117647058824,0.6186046511627907,0.6666666666666666,0.6728971962616823,0.5454545454545454,0.7476635514018691,0.3943089430894309,0.35144312393887944,0.625,0.7857142857142857,0.39615384615384613,0.3351158645276292,0.75,0.845238095238095,0.41304347826086957,0.4401595744680851,0.2857142857142857,0.4444444444444444,0.44816053511705684,0.5351239669421488
524,Red,False,3,2.0,0.0,0.0,0.07692307692307693,2.4615384615384617,0.038461538461538464,0.3557692307692308,0.6538461538461539,0.5157692307692308,3.0,10.0,0.1153846153846154,0.2307692307692308,0.038461538461538464,0.32076923076923075,0.38461538461538464,0.11807692307692308,63.0,676.1538461538463,0.0,0.0,5.0,6.0,1.0,4.0,0.0,16.0,177.8,180.34,155.0,0.0,2.0,0.0,0.0,5.5,0.5,0.5675,0.75,0.65,2.0,1.0,0.25,1.0,1.0,0.34,0.75,0.0,9.0,591.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,177.8,177.8,155.0,34.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6799999999999998,0.9473684210526315,0.6644295302013421,0.6,0.25898752751283927,0.4939759036144578,0.6102564102564103,0.9318181818181818,0.2901756668835394,0.5867768595041323,0.8888888888888887,1.0,0.3345049794961921,0.6408450704225352,0.5454545454545456,0.8571428571428571,0.4905739421868456,0.6754098360655738,0.6521739130434783,0.4,0.6553191489361703,0.625,0.2998721227621484,0.2608695652173913,0.5714285714285714,0.7142857142857143,0.2606896551724137,0.1875,0.6931818181818185,0.6875,0.36103896103896105,0.3333333333333333,0.07894736842105263,0.0,0.4842105263157895,0.5723270440251572
525,Red,False,5,1.0,0.0,0.0,0.75,0.0,0.0,0.6,0.0,0.05,3.0,1.0,0.0,0.25,0.25,0.335,0.0,0.35,6.0,293.25,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,177.8,177.8,145.0,0.0,1.0,0.0,0.6153846153846154,0.3461538461538461,0.2692307692307692,0.4453846153846156,0.38461538461538464,0.2719230769230769,3.0,13.0,0.07692307692307693,2.269230769230769,0.2307692307692308,0.3826923076923076,1.0769230769230769,0.25538461538461543,71.0,765.8846153846154,0.0,0.0,1.0,6.0,5.0,0.0,1.0,13.0,172.72,180.34,145.0,26.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.85,0.7208333333333331,0.7857142857142857,0.7432432432432434,0.44785276073619634,0.34868746904408127,0.8235294117647058,0.6415770609318997,0.4919786096256685,0.3105095541401274,0.0,0.7298136645962731,0.5240384615384616,0.40596892886345043,0.2,0.3648648648648648,0.545045045045045,0.4885734072022161,0.6976744186046512,0.6764705882352943,0.8571428571428571,0.697841726618705,0.44776119402985076,0.35627530364372473,0.7777777777777778,0.6229508196721313,0.4602272727272727,0.2971590909090908,0.5263157894736842,0.8075313807531378,0.5084033613445378,0.39204291461779167,0.5,0.3535353535353536,0.5375939849624061,0.49947127247092005
526,Blue,False,3,0.0,1.0,0.0,0.0,3.0,1.0,0.58,1.0,0.66,1.0,0.0,0.0,2.0,0.0,0.44,1.0,0.66,3.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,165.1,162.56,125.0,1.0,0.0,0.0,0.16666666666666666,1.5,0.5,0.4733333333333334,0.6666666666666666,0.22,3.0,2.0,0.0,3.333333333333333,0.16666666666666666,0.5783333333333333,1.3333333333333333,0.4666666666666666,17.0,699.6666666666665,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,162.56,165.1,115.0,30.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.7272727272727273,0.6,0.8888888888888888,0.6415094339622641,0.5443037974683544,0.3279569892473118,1.0,0.7090909090909093,0.48412698412698413,0.488888888888889,0.9230769230769231,0.6749999999999999,0.5804597701149425,0.5296703296703296,0.6666666666666666,0.38095238095238093,0.5966850828729282,0.6828193832599118,0.5,0.7323943661971829,1.0,0.6634615384615385,0.4244604316546763,0.4720496894409938,1.0,0.6739130434782608,0.4461538461538462,0.49779735682819365,0.0,0.8461538461538461,0.4482758620689655,0.5659163987138262,0.6666666666666666,0.5833333333333333,0.5,0.6645833333333332
527,Red,False,3,0.0,1.0,0.0,0.0,3.0,0.0,0.37,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.55,0.0,0.6,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,180.34,187.96,170.0,0.0,6.0,0.0,0.3333333333333333,3.333333333333333,0.0,0.5166666666666667,0.3333333333333333,0.4183333333333333,6.0,0.0,0.0,0.0,0.0,0.38833333333333336,0.16666666666666666,0.0,15.0,691.1666666666665,1.0,0.0,0.0,4.0,1.0,1.0,0.0,6.0,182.88,193.04,170.0,29.0,30.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7727272727272727,0.7065217391304348,0.125,0.7222222222222222,0.2727272727272727,0.3988095238095237,0.8461538461538461,0.7117647058823531,0.25252525252525254,0.443069306930693,0.6666666666666666,0.8043478260869565,0.37593984962406013,0.5184501845018452,0.5,0.4999999999999999,0.5052631578947369,0.663583815028902,0.6,0.7575757575757577,0.4,0.7500000000000001,0.5636363636363636,0.3219696969696969,1.0,1.0,0.5116279069767442,0.27800829875518673,0.75,0.8333333333333334,0.5573770491803278,0.3566433566433567,0.6,0.0,0.5645161290322581,0.39805825242718446
528,Red,False,3,2.0,0.0,0.0,0.5294117647058824,0.0,0.1176470588235294,0.3458823529411765,0.05882352941176471,0.3282352941176471,4.0,8.0,0.05882352941176471,1.4117647058823528,0.0,0.4152941176470588,0.4705882352941176,0.10588235294117647,42.0,673.3529411764706,1.0,0.0,0.0,5.0,4.0,0.0,0.0,9.0,177.8,185.42,145.0,0.0,5.0,0.0,0.1176470588235294,2.117647058823529,0.05882352941176471,0.33117647058823524,1.1764705882352942,0.3494117647058823,5.0,4.0,0.05882352941176471,1.1176470588235294,0.1176470588235294,0.4170588235294117,0.6470588235294118,0.2876470588235294,43.0,702.2352941176471,0.0,0.0,2.0,8.0,3.0,0.0,0.0,13.0,177.8,180.34,145.0,31.0,33.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5304136253041365,0.6431924882629108,0.628787878787879,0.6794258373205743,0.33987603305785125,0.23063973063973064,0.5238095238095238,0.726962457337884,0.27343749999999994,0.3199723565998617,0.7391304347826085,0.9666666666666667,0.3632097606757391,0.372189349112426,0.5,0.3663366336633663,0.3749999999999999,0.5583887657058386,0.5196850393700788,0.7358490566037734,0.6777777777777777,0.6966292134831462,0.35458452722063033,0.35756154747948415,0.7211538461538461,0.7433628318584073,0.3958736299161832,0.36771300448430494,0.8416666666666667,0.7894736842105264,0.4343715239154615,0.4274881516587678,0.20312499999999997,0.5,0.4902912621359224,0.5513513513513514
529,Red,False,3,0.0,1.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.4283333333333333,0.16666666666666666,0.125,1.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.3583333333333334,0.3333333333333333,0.155,15.0,682.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,182.88,180.34,155.0,0.0,3.0,0.0,0.0,0.625,0.25,0.4662500000000001,0.5,0.205,3.0,3.0,0.25,0.75,0.125,0.36125,0.0,0.40875,18.0,638.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,187.96,185.42,170.0,29.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6164383561643837,0.6705882352941176,0.6310679611650486,0.5357142857142857,0.34594594594594597,0.46030042918454933,0.75,0.36363636363636365,0.307070707070707,0.41625615763546797,0.8275862068965518,0.7162162162162162,0.3970149253731343,0.46138002059732236,0.39999999999999997,0.125,0.44652406417112284,0.48034515819750717,0.49425287356321845,0.6256983240223464,0.625,0.68,0.28683693516699404,0.3454913880445795,0.6,0.6875,0.25977011494252866,0.2515964240102171,0.5846153846153844,0.822429906542056,0.33049403747870537,0.3713751169317119,0.31250000000000006,0.42105263157894735,0.39999999999999986,0.3991150442477876
530,Blue,False,3,2.0,0.0,0.0,0.0,0.0,0.0,0.395,0.0,0.5,0.0,2.0,0.5,0.0,0.0,0.4,0.0,0.0,6.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,172.72,135.0,1.0,0.0,0.0,0.0,2.0,0.0,0.25,1.0,0.42,0.0,1.0,0.0,2.0,1.0,0.44,5.0,0.0,3.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.56,172.72,135.0,29.0,30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.72,0.8,0.6129032258064516,1.0,0.3865168539325843,0.21686746987951808,0.3333333333333333,0.75,0.33248730964467005,0.14666666666666667,0.7166666666666667,0.875,0.40083507306889354,0.25,1.0,0.42857142857142855,0.40208333333333335,0.3392857142857143,0.5483870967741935,0.9,0.5142857142857142,0.9090909090909091,0.40064102564102566,0.35294117647058826,0.4,0.4791666666666667,0.3326923076923077,0.4051724137931034,0.819672131147541,1.0,0.4065281899109792,0.44881889763779526,0.0,0.0,0.41002949852507375,0.6145833333333334
531,Red,False,3,0.0,1.0,0.0,0.0,1.5,0.0,0.5449999999999999,0.0,0.5349999999999999,1.0,1.0,0.5,0.5,0.0,0.42,0.5,0.03,5.0,652.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,167.64,172.72,135.0,0.0,2.0,0.0,0.0,7.5,1.25,0.405,1.5,0.6375,2.0,2.0,0.0,2.0,2.5,0.405,0.25,0.0825,12.0,883.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,175.26,185.42,135.0,38.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.8,0.5555555555555556,0.7142857142857143,0.5714285714285714,0.4675324675324675,0.24516129032258063,0.5,0.7027027027027027,0.37333333333333335,0.41596638655462187,0.7777777777777778,0.6470588235294118,0.5403225806451613,0.43956043956043955,0.5555555555555556,0.7142857142857143,0.5886524822695035,0.6640316205533597,0.6086956521739131,0.6875,0.6666666666666666,0.875,0.3050847457627119,0.2727272727272727,0.625,0.6081081081081081,0.3888888888888889,0.38461538461538464,0.5,0.8571428571428571,0.44554455445544555,0.4270833333333333,0.06666666666666667,0.1875,0.6103896103896104,0.6037735849056604
532,Blue,False,3,4.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.39571428571428574,0.14285714285714285,0.14285714285714285,1.0,6.0,0.14285714285714285,1.8571428571428568,0.0,0.4085714285714285,0.8571428571428571,0.25857142857142856,20.0,827.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,167.64,167.64,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.6,1.0,1.0,1.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,170.18,125.0,31.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.6461538461538461,0.0,0.595959595959596,0.0,0.3361753958587089,0.0,1.0,0.0,0.2899869960988296,0.0,0.8241758241758241,0.0,0.3675675675675676,0.0,1.0,0.0,0.45125348189415043,0.0,0.7303370786516854,0.0,0.7264150943396227,0.0,0.31603053435114503,0.3333333333333333,0.8545454545454544,1.0,0.31687898089171984,0.5,0.6767676767676768,1.0,0.40563725490196084,0.6,0.38095238095238093,1.0,0.538961038961039,0.8888888888888888
533,Blue,False,3,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.405,0.0,0.33,6.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,165.1,170.18,125.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2766666666666667,0.0,0.3333333333333333,2.0,1.0,0.0,0.6666666666666666,0.0,0.2466666666666667,0.0,0.16666666666666666,9.0,900.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,152.4,152.4,115.0,25.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.7142857142857143,0.6399999999999999,0.7647058823529411,0.5555555555555556,0.34494773519163763,0.29930394431554525,0.8,0.0,0.31343283582089554,0.232,0.8695652173913043,0.7749999999999999,0.39570552147239263,0.3045454545454545,0.0,0.3333333333333333,0.5147783251231527,0.3094170403587444,0.660377358490566,0.6785714285714284,0.8125,0.7368421052631581,0.338368580060423,0.20077972709551659,0.9090909090909091,0.0,0.26136363636363635,0.15845824411134907,0.7719298245614035,0.5555555555555556,0.39572192513368987,0.21992481203007513,0.6666666666666666,0.3333333333333333,0.4430992736077482,0.2238805970149254
534,Red,False,3,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.28,0.0,1.0,0.0,2.0,2.0,0.69,2.0,0.33,2.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,175.26,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.54,1.0,0.66,3.0,686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,175.26,145.0,28.0,23.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0.625,0.6666666666666666,0.6666666666666666,0.21739130434782608,0.2962962962962963,0.0,0.0,0.15,0.19047619047619047,0.8461538461538461,1.0,0.3582089552238806,0.3333333333333333,0.2857142857142857,0.0,0.4155844155844156,0.375,0.8,0.5,0.7272727272727273,0.8,0.6097560975609756,0.3548387096774194,0.9230769230769231,0.9166666666666666,0.6538461538461539,0.5526315789473685,1.0,0.0,0.6923076923076923,0.5416666666666666,0.3333333333333333,0.6666666666666666,0.7216494845360825,0.6231884057971014
535,Red,True,5,0.0,1.0,0.0,0.2857142857142857,0.0,0.0,0.4028571428571429,0.0,0.2857142857142857,3.0,3.0,0.0,0.5714285714285714,0.0,0.35571428571428576,0.2857142857142857,0.09142857142857144,26.0,1034.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,172.72,175.26,145.0,0.0,3.0,0.0,0.6666666666666666,1.6666666666666667,0.0,0.6066666666666666,0.0,0.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.39666666666666667,0.0,0.08333333333333333,6.0,415.33333333333326,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,172.72,172.72,145.0,36.0,32.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.5806451612903226,0.7846153846153845,0.7586206896551726,0.7,0.3260643821391484,0.5368421052631578,0.5,0.6666666666666667,0.22575976845151952,0.4931506849315068,0.6447368421052632,0.9615384615384617,0.35179786200194363,0.5935483870967744,0.18181818181818182,0.6666666666666666,0.39572192513368987,0.6174698795180722,0.598360655737705,0.6451612903225807,0.8032786885245903,0.7391304347826088,0.34375,0.3406593406593407,0.7777777777777777,0.0,0.27425373134328357,0.24285714285714297,0.6799999999999999,0.6875,0.3895274584929757,0.41025641025641024,0.2173913043478261,0.19999999999999998,0.47987288135593215,0.462121212121212
536,Red,False,3,0.0,3.0,0.0,0.5294117647058824,0.1176470588235294,0.0,0.4482352941176471,0.05882352941176471,0.21529411764705889,4.0,4.0,0.1176470588235294,0.35294117647058826,0.0,0.3805882352941177,0.29411764705882354,0.20176470588235296,40.0,628.4117647058823,0.0,1.0,1.0,5.0,6.0,0.0,0.0,13.0,180.34,190.5,155.0,0.0,8.0,0.0,0.25,4.25,0.0,0.51375,0.5,0.38,8.0,0.0,0.0,0.125,0.0,0.2825,0.125,0.145,21.0,714.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,8.0,177.8,177.8,155.0,31.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6088328075709777,0.7073170731707317,0.608695652173913,0.696969696969697,0.404358353510896,0.2868632707774799,0.5952380952380952,0.7381703470031545,0.26059513074842194,0.4764079147640791,0.7731958762886596,0.88,0.4117647058823529,0.5034578146611342,0.5384615384615384,0.48148148148148145,0.4164273406088454,0.5989473684210527,0.5411764705882354,0.5348837209302325,0.5416666666666666,0.8181818181818182,0.34025656689065353,0.26143790849673204,0.6099999999999998,0.7142857142857143,0.29731589814177567,0.21558441558441557,0.7753623188405795,0.8235294117647058,0.3583191368540603,0.2930327868852459,0.1320754716981132,0.16666666666666666,0.391005291005291,0.3865546218487395
